3.320 2 BARO_RAW 0. 0.
68.120 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
68.123 2 IMU_GYRO_RAW -35 22 -40
68.214 2 IMU_GYRO_RAW -14 28 -50
68.316 2 BARO_RAW 0. 0.
68.320 2 IMU_GYRO_RAW 0 21 -51
68.415 2 DL_VALUE 2 655.
68.419 2 IMU_GYRO_RAW -22 31 -26
68.514 2 IMU_GYRO_RAW -34 15 -7
68.613 2 IMU_GYRO_RAW -27 22 -15
68.662 2 FBW_STATUS 0 51 0 163 2
68.713 2 IMU_GYRO_RAW -16 5 -27
68.764 2 DOWNLINK_STATUS 0 69 17775 1076 0 268. 16. 37.73
68.816 2 BARO_RAW 0. 0.
68.819 2 IMU_GYRO_RAW -18 -10 -19
68.915 2 DL_VALUE 3 0.
68.918 2 IMU_GYRO_RAW -18 49 -9
69.014 2 IMU_GYRO_RAW -20 24 -3
69.114 2 IMU_GYRO_RAW -10 15 6
69.214 2 IMU_GYRO_RAW -6 32 17
69.316 2 BARO_RAW 0. 0.
69.319 2 IMU_GYRO_RAW -1 64 37
69.415 2 DL_VALUE 4 0.
69.418 2 IMU_GYRO_RAW 8 22 58
69.514 2 IMU_GYRO_RAW 14 -4 80
69.614 2 IMU_GYRO_RAW 26 7 118
69.714 2 IMU_GYRO_RAW 25 -20 169
69.764 2 DOWNLINK_STATUS 0 70 18005 1090 0 230. 14. 37.73
69.816 2 BARO_RAW 0. 0.
69.819 2 IMU_GYRO_RAW 26 -33 192
69.915 2 DL_VALUE 5 0.
69.919 2 IMU_GYRO_RAW 37 -19 177
70.013 2 IMU_GYRO_RAW 43 11 120
70.113 2 IMU_GYRO_RAW 53 36 41
70.220 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
70.222 2 IMU_GYRO_RAW 47 31 1
70.289 2 PONG 
70.316 2 BARO_RAW 0. 0.
70.319 2 IMU_GYRO_RAW 8 60 -17
70.415 2 DL_VALUE 6 100.
70.418 2 IMU_GYRO_RAW -82 12 -138
70.514 2 IMU_GYRO_RAW -127 -184 -246
70.614 2 IMU_GYRO_RAW -122 55 -266
70.662 2 FBW_STATUS 0 48 0 163 2
70.714 2 IMU_GYRO_RAW -80 -293 -307
70.764 2 DOWNLINK_STATUS 0 71 18279 1107 0 274. 17. 37.65
70.816 2 BARO_RAW 0. 0.
70.819 2 IMU_GYRO_RAW -62 36 -340
70.915 2 DL_VALUE 7 0.
70.918 2 IMU_GYRO_RAW -58 -78 -295
71.014 2 IMU_GYRO_RAW -43 -70 -262
71.114 2 IMU_GYRO_RAW 28 253 -195
71.214 2 IMU_GYRO_RAW 161 156 -81
71.317 2 BARO_RAW 0. 0.
71.320 2 IMU_GYRO_RAW 231 96 -7
71.415 2 DL_VALUE 8 0.
71.418 2 IMU_GYRO_RAW 325 -157 76
71.513 2 IMU_GYRO_RAW 341 -119 172
71.613 2 IMU_GYRO_RAW 190 16 273
71.713 2 IMU_GYRO_RAW -29 4 436
71.765 2 DOWNLINK_STATUS 0 72 18509 1121 0 230. 14. 37.65
71.816 2 BARO_RAW 0. 0.
71.819 2 IMU_GYRO_RAW -286 448 573
71.915 2 DL_VALUE 9 1.
71.918 2 IMU_GYRO_RAW -332 350 631
72.014 2 IMU_GYRO_RAW -393 588 474
72.114 2 IMU_GYRO_RAW -318 110 211
72.214 2 IMU_GYRO_RAW -207 -111 -54
72.323 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
72.325 2 BARO_RAW 0. 0.
72.328 2 IMU_GYRO_RAW -161 -185 -247
72.415 2 DL_VALUE 10 0.
72.418 2 IMU_GYRO_RAW -131 90 -346
72.464 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
72.514 2 IMU_GYRO_RAW -21 -83 -403
72.564 2 COMMANDS |40,14,0,0,0,9548|
72.614 2 IMU_GYRO_RAW 48 -142 -461
72.663 2 FBW_STATUS 0 48 0 163 2
72.714 2 IMU_GYRO_RAW 6 -73 -446
72.765 2 DOWNLINK_STATUS 0 73 18815 1139 0 306. 18. 37.65
72.816 2 BARO_RAW 0. 0.
72.819 2 IMU_GYRO_RAW -190 11 -338
72.915 2 DL_VALUE 11 0.
72.918 2 IMU_GYRO_RAW -81 104 -166
73.013 2 IMU_GYRO_RAW -33 209 -111
73.113 2 IMU_GYRO_RAW -152 229 -128
73.213 2 IMU_GYRO_RAW 48 187 -83
73.316 2 BARO_RAW 0. 0.
73.319 2 IMU_GYRO_RAW 78 6 -96
73.415 2 DL_VALUE 12 12000.
73.418 2 IMU_GYRO_RAW -1 109 -38
73.514 2 IMU_GYRO_RAW -39 -34 -101
73.597 2 WIND_INFO 2 42 0. 0. 0.
73.614 2 IMU_GYRO_RAW -58 -3 -77
73.714 2 IMU_GYRO_RAW -15 -218 -24
73.765 2 DOWNLINK_STATUS 0 74 19045 1153 0 230. 14. 37.65
73.816 2 BARO_RAW 0. 0.
73.819 2 IMU_GYRO_RAW -76 63 -39
73.915 2 DL_VALUE 13 1.5
73.918 2 IMU_GYRO_RAW -69 -261 -33
74.014 2 IMU_GYRO_RAW -145 -75 -44
74.113 2 IMU_GYRO_RAW 83 53 -81
74.213 2 IMU_GYRO_RAW -33 24 -46
74.316 2 BARO_RAW 0. 0.
74.319 2 IMU_GYRO_RAW -9 -33 -38
74.422 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
74.423 2 DL_VALUE 14 0.610865
74.426 2 IMU_GYRO_RAW -29 -25 -54
74.513 2 IMU_GYRO_RAW -44 23 -32
74.613 2 IMU_GYRO_RAW -13 15 -52
74.663 2 FBW_STATUS 0 51 0 163 2
74.714 2 IMU_GYRO_RAW -49 -22 -38
74.765 2 DOWNLINK_STATUS 0 75 19313 1169 0 268. 16. 37.65
74.816 2 BARO_RAW 0. 0.
74.819 2 IMU_GYRO_RAW -17 23 -48
74.915 2 DL_VALUE 15 7500.
74.918 2 IMU_GYRO_RAW -37 24 -39
75.014 2 IMU_GYRO_RAW -21 15 -46
75.114 2 IMU_GYRO_RAW -37 1 -42
75.214 2 IMU_GYRO_RAW -17 -116 -57
75.290 2 PONG 
75.316 2 BARO_RAW 0. 0.
75.319 2 IMU_GYRO_RAW -80 -228 -22
75.415 2 DL_VALUE 16 1250.
75.417 2 IMU_GYRO_RAW -7 154 -17
75.513 2 IMU_GYRO_RAW -16 31 -40
75.613 2 IMU_GYRO_RAW -24 65 -42
75.713 2 IMU_GYRO_RAW -23 27 -41
75.766 2 DOWNLINK_STATUS 0 76 19549 1184 0 236. 15. 37.76
75.815 2 BARO_RAW 0. 0.
75.819 2 IMU_GYRO_RAW -33 6 -43
75.914 2 DL_VALUE 17 0.45
75.918 2 IMU_GYRO_RAW -24 13 -46
76.013 2 IMU_GYRO_RAW -27 29 -43
76.114 2 IMU_GYRO_RAW -28 25 -44
76.214 2 IMU_GYRO_RAW -25 16 -40
76.316 2 BARO_RAW 0. 0.
76.319 2 IMU_GYRO_RAW -33 10 -45
76.415 2 DL_VALUE 18 0.03
76.418 2 IMU_GYRO_RAW -29 12 -42
76.520 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
76.523 2 IMU_GYRO_RAW -29 20 -43
76.613 2 IMU_GYRO_RAW -26 29 -41
76.662 2 FBW_STATUS 0 48 0 163 2
76.713 2 IMU_GYRO_RAW -28 25 -43
76.767 2 DOWNLINK_STATUS 0 77 19817 1200 0 268. 16. 37.76
76.815 2 BARO_RAW 0. 0.
76.819 2 IMU_GYRO_RAW -22 25 -43
76.914 2 DL_VALUE 19 0.15
76.917 2 IMU_GYRO_RAW -24 18 -41
77.013 2 IMU_GYRO_RAW -23 21 -30
77.113 2 IMU_GYRO_RAW -26 31 -16
77.213 2 IMU_GYRO_RAW -31 30 -28
77.316 2 BARO_RAW 0. 0.
77.319 2 IMU_GYRO_RAW -23 14 -55
77.415 2 DL_VALUE 20 0.01
77.418 2 IMU_GYRO_RAW -30 33 -41
77.464 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
77.514 2 IMU_GYRO_RAW -28 7 -45
77.565 2 COMMANDS |40,14,0,0,-14,9548|
77.614 2 IMU_GYRO_RAW -30 20 -43
77.714 2 IMU_GYRO_RAW -26 27 -42
77.767 2 DOWNLINK_STATUS 0 78 20085 1216 0 268. 16. 37.76
77.816 2 BARO_RAW 0. 0.
77.819 2 IMU_GYRO_RAW -27 24 -45
77.915 2 DL_VALUE 21 0.1
77.918 2 IMU_GYRO_RAW -27 14 -43
78.014 2 IMU_GYRO_RAW -28 21 -43
78.113 2 IMU_GYRO_RAW -26 28 -42
78.213 2 IMU_GYRO_RAW -26 22 -43
78.315 2 BARO_RAW 0. 0.
78.318 2 IMU_GYRO_RAW -28 19 -44
78.414 2 DL_VALUE 22 0.
78.417 2 IMU_GYRO_RAW -26 21 -43
78.513 2 IMU_GYRO_RAW -26 23 -44
78.619 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
78.622 2 IMU_GYRO_RAW -25 21 -42
78.662 2 FBW_STATUS 0 48 0 163 2
78.713 2 IMU_GYRO_RAW -25 21 -41
78.767 2 DOWNLINK_STATUS 0 79 20353 1232 0 268. 16. 37.76
78.816 2 BARO_RAW 0. 0.
78.819 2 IMU_GYRO_RAW -25 19 -29
78.915 2 DL_VALUE 23 0.05
78.918 2 IMU_GYRO_RAW -22 19 -5
79.014 2 IMU_GYRO_RAW -22 19 36
79.114 2 IMU_GYRO_RAW -25 17 49
79.214 2 IMU_GYRO_RAW -24 15 11
79.316 2 BARO_RAW 0. 0.
79.319 2 IMU_GYRO_RAW -29 12 -18
79.415 2 DL_VALUE 24 0.
79.417 2 IMU_GYRO_RAW -33 4 -40
79.513 2 IMU_GYRO_RAW -17 31 -50
79.613 2 IMU_GYRO_RAW 18 105 -60
79.713 2 IMU_GYRO_RAW -21 190 -118
79.768 2 DOWNLINK_STATUS 0 80 20583 1246 0 230. 14. 37.76
79.815 2 BARO_RAW 0. 0.
79.818 2 IMU_GYRO_RAW -34 259 -228
79.914 2 DL_VALUE 25 1.000074
79.917 2 IMU_GYRO_RAW -21 62 -367
80.013 2 IMU_GYRO_RAW -45 15 -441
80.113 2 IMU_GYRO_RAW -42 81 -382
80.213 2 IMU_GYRO_RAW -13 -24 -241
80.290 2 PONG 
80.316 2 BARO_RAW 0. 0.
80.319 2 IMU_GYRO_RAW -68 -71 -141
80.415 2 DL_VALUE 26 0.298451
80.418 2 IMU_GYRO_RAW -4 73 -64
80.514 2 IMU_GYRO_RAW -10 146 -48
80.612 2 IMU_GYRO_RAW -20 -30 -41
80.661 2 FBW_STATUS 0 50 0 163 2
80.719 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
80.721 2 IMU_GYRO_RAW 2 108 -60
80.768 2 DOWNLINK_STATUS 0 81 20857 1263 0 274. 17. 37.71
80.815 2 BARO_RAW 0. 0.
80.818 2 IMU_GYRO_RAW -43 45 -84
80.914 2 DL_VALUE 27 1.
80.917 2 IMU_GYRO_RAW -61 125 -27
81.013 2 IMU_GYRO_RAW 13 107 -6
81.113 2 IMU_GYRO_RAW -53 43 -13
81.213 2 IMU_GYRO_RAW -39 191 -7
81.315 2 BARO_RAW 0. 0.
81.318 2 IMU_GYRO_RAW 59 -44 -59
81.414 2 DL_VALUE 28 0.
81.417 2 IMU_GYRO_RAW -50 -119 -84
81.513 2 IMU_GYRO_RAW -26 28 -4
81.613 2 IMU_GYRO_RAW -19 -5 7
81.713 2 IMU_GYRO_RAW -43 -39 -14
81.768 2 DOWNLINK_STATUS 0 82 21087 1277 0 230. 14. 37.71
81.816 2 BARO_RAW 0. 0.
81.819 2 IMU_GYRO_RAW -21 0 -31
81.915 2 DL_VALUE 29 100.
81.918 2 IMU_GYRO_RAW -5 62 -74
82.013 2 IMU_GYRO_RAW 0 87 -98
82.113 2 IMU_GYRO_RAW -54 78 -89
82.213 2 IMU_GYRO_RAW -33 115 -78
82.315 2 BARO_RAW 0. 0.
82.318 2 IMU_GYRO_RAW 17 -117 -62
82.414 2 DL_VALUE 30 0.
82.418 2 IMU_GYRO_RAW -39 -88 9
82.463 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
82.513 2 IMU_GYRO_RAW -14 20 -9
82.563 2 COMMANDS |40,14,0,0,-14,9548|
82.613 2 IMU_GYRO_RAW -39 -20 -27
82.662 2 FBW_STATUS 0 52 0 163 2
82.713 2 IMU_GYRO_RAW -31 23 -29
82.768 2 DOWNLINK_STATUS 0 83 21370 1294 0 283. 17. 37.71
82.822 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
82.824 2 BARO_RAW 0. 0.
82.827 2 IMU_GYRO_RAW -34 2 -3
82.914 2 DL_VALUE 31 2.
82.917 2 IMU_GYRO_RAW -23 22 -5
83.013 2 IMU_GYRO_RAW -30 21 -19
83.113 2 IMU_GYRO_RAW -32 16 -21
83.213 2 IMU_GYRO_RAW -25 15 -34
83.315 2 BARO_RAW 0. 0.
83.318 2 IMU_GYRO_RAW -29 14 -38
83.415 2 DL_VALUE 32 0.
83.417 2 IMU_GYRO_RAW -20 34 -42
83.513 2 IMU_GYRO_RAW -29 23 -41
83.597 2 WIND_INFO 2 42 0. 0. 0.
83.613 2 IMU_GYRO_RAW -23 20 -39
83.713 2 IMU_GYRO_RAW -32 17 -38
83.769 2 DOWNLINK_STATUS 0 84 21623 1309 0 253. 15. 37.71
83.815 2 BARO_RAW 0. 0.
83.818 2 IMU_GYRO_RAW -29 14 -37
83.914 2 DL_VALUE 33 0.
83.917 2 IMU_GYRO_RAW -28 20 -39
84.013 2 IMU_GYRO_RAW -31 15 -45
84.113 2 IMU_GYRO_RAW -27 32 -51
84.213 2 IMU_GYRO_RAW -27 29 -50
84.315 2 BARO_RAW 0. 0.
84.319 2 IMU_GYRO_RAW -21 25 -50
84.414 2 DL_VALUE 34 0.
84.417 2 IMU_GYRO_RAW -26 28 -42
84.513 2 IMU_GYRO_RAW -38 43 -47
84.613 2 IMU_GYRO_RAW -35 44 -38
84.662 2 FBW_STATUS 0 48 0 163 2
84.713 2 IMU_GYRO_RAW -15 57 -43
84.769 2 DOWNLINK_STATUS 0 85 21868 1324 0 245. 15. 37.71
84.815 2 BARO_RAW 0. 0.
84.818 2 IMU_GYRO_RAW -27 17 -38
84.922 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
84.923 2 DL_VALUE 35 0.
84.926 2 IMU_GYRO_RAW -26 33 -34
85.013 2 IMU_GYRO_RAW -25 24 -42
85.113 2 IMU_GYRO_RAW -26 22 -42
85.213 2 IMU_GYRO_RAW -23 22 -43
85.290 2 PONG 
85.315 2 BARO_RAW 0. 0.
85.318 2 IMU_GYRO_RAW -49 -46 -37
85.414 2 DL_VALUE 36 0.
85.417 2 IMU_GYRO_RAW -27 41 -36
85.513 2 IMU_GYRO_RAW -15 63 -43
85.613 2 IMU_GYRO_RAW -37 19 -42
85.713 2 IMU_GYRO_RAW -20 11 -50
85.769 2 DOWNLINK_STATUS 0 86 22127 1340 0 259. 16. 37.71
85.815 2 BARO_RAW 0. 0.
85.819 2 IMU_GYRO_RAW -35 13 -41
85.914 2 DL_VALUE 37 200.
85.918 2 IMU_GYRO_RAW -23 22 -44
86.013 2 IMU_GYRO_RAW -30 25 -43
86.112 2 IMU_GYRO_RAW -24 22 -45
86.213 2 IMU_GYRO_RAW -29 18 -44
86.315 2 BARO_RAW 0. 0.
86.318 2 IMU_GYRO_RAW -54 -40 -94
86.414 2 DL_VALUE 38 0.1
86.417 2 IMU_GYRO_RAW 20 200 -88
86.513 2 IMU_GYRO_RAW 71 170 -86
86.613 2 IMU_GYRO_RAW 8 68 -49
86.661 2 FBW_STATUS 0 51 0 163 2
86.713 2 IMU_GYRO_RAW -28 55 -43
86.769 2 DOWNLINK_STATUS 0 87 22372 1355 0 245. 15. 37.71
86.815 2 BARO_RAW 0. 0.
86.818 2 IMU_GYRO_RAW -42 41 -40
86.914 2 DL_VALUE 39 0.
86.917 2 IMU_GYRO_RAW -19 11 -39
87.019 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
87.022 2 IMU_GYRO_RAW -32 15 -40
87.113 2 IMU_GYRO_RAW -28 7 -41
87.212 2 IMU_GYRO_RAW -34 9 -36
87.315 2 BARO_RAW 0. 0.
87.318 2 IMU_GYRO_RAW -25 16 -34
87.413 2 DL_VALUE 40 0.
87.417 2 IMU_GYRO_RAW -28 11 -30
87.463 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
87.512 2 IMU_GYRO_RAW 101 161 -98
87.563 2 COMMANDS |40,14,0,0,-14,9548|
87.612 2 IMU_GYRO_RAW 80 3 -62
87.713 2 IMU_GYRO_RAW 6 70 -6
87.770 2 DOWNLINK_STATUS 0 88 22663 1372 0 291. 17. 37.71
87.815 2 BARO_RAW 0. 0.
87.818 2 IMU_GYRO_RAW 0 -31 -3
87.914 2 DL_VALUE 41 1500.
87.917 2 IMU_GYRO_RAW -81 -9 -18
88.013 2 IMU_GYRO_RAW -8 32 -47
88.113 2 IMU_GYRO_RAW -34 13 -38
88.213 2 IMU_GYRO_RAW -19 28 -32
88.315 2 BARO_RAW 0. 0.
88.318 2 IMU_GYRO_RAW -33 33 -40
88.414 2 DL_VALUE 42 0.
88.417 2 IMU_GYRO_RAW -17 31 -42
88.513 2 IMU_GYRO_RAW -25 32 -44
88.613 2 IMU_GYRO_RAW -17 38 -42
88.661 2 FBW_STATUS 0 48 0 163 2
88.712 2 IMU_GYRO_RAW -26 28 -44
88.770 2 DOWNLINK_STATUS 0 89 22908 1387 0 245. 15. 37.71
88.815 2 BARO_RAW 0. 0.
88.818 2 IMU_GYRO_RAW -26 24 -43
88.914 2 DL_VALUE 0 3.
88.917 2 IMU_GYRO_RAW -22 20 -53
89.012 2 IMU_GYRO_RAW -31 1 -38
89.118 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
89.121 2 IMU_GYRO_RAW -29 47 -32
89.212 2 IMU_GYRO_RAW -30 17 -41
89.315 2 BARO_RAW 0. 0.
89.318 2 IMU_GYRO_RAW -20 33 -44
89.414 2 DL_VALUE 1 0.
89.417 2 IMU_GYRO_RAW -29 12 -44
89.513 2 IMU_GYRO_RAW -31 18 -45
89.613 2 IMU_GYRO_RAW -30 6 -43
89.713 2 IMU_GYRO_RAW -29 21 -43
89.770 2 DOWNLINK_STATUS 0 90 23161 1402 0 253. 15. 37.71
89.815 2 BARO_RAW 0. 0.
89.818 2 IMU_GYRO_RAW -25 21 -42
89.913 2 DL_VALUE 2 655.
89.917 2 IMU_GYRO_RAW -30 16 -44
90.013 2 IMU_GYRO_RAW -28 15 -43
90.112 2 IMU_GYRO_RAW -27 20 -43
90.212 2 IMU_GYRO_RAW -27 17 -44
90.290 2 PONG 
90.314 2 BARO_RAW 0. 0.
90.318 2 IMU_GYRO_RAW -37 -10 -41
90.413 2 DL_VALUE 3 0.
90.417 2 IMU_GYRO_RAW -23 14 -33
90.512 2 IMU_GYRO_RAW -32 11 -18
90.612 2 IMU_GYRO_RAW -21 36 -7
90.661 2 FBW_STATUS 0 48 0 163 2
90.712 2 IMU_GYRO_RAW -36 8 7
90.771 2 DOWNLINK_STATUS 0 91 23412 1418 0 251. 16. 37.73
90.815 2 BARO_RAW 0. 0.
90.818 2 IMU_GYRO_RAW -15 -11 -13
90.914 2 DL_VALUE 4 0.
90.917 2 IMU_GYRO_RAW -23 -10 -32
91.013 2 IMU_GYRO_RAW -31 23 -37
91.113 2 IMU_GYRO_RAW -15 67 -49
91.219 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
91.222 2 IMU_GYRO_RAW 21 89 -8
91.315 2 BARO_RAW 0. 0.
91.318 2 IMU_GYRO_RAW 180 -168 75
91.414 2 DL_VALUE 5 0.
91.417 2 IMU_GYRO_RAW 298 -14 98
91.513 2 IMU_GYRO_RAW 255 46 52
91.612 2 IMU_GYRO_RAW 262 -15 -1
91.712 2 IMU_GYRO_RAW 114 15 -77
91.771 2 DOWNLINK_STATUS 0 92 23665 1433 0 253. 15. 37.73
91.814 2 BARO_RAW 0. 0.
91.818 2 IMU_GYRO_RAW 12 12 -117
91.913 2 DL_VALUE 6 100.
91.917 2 IMU_GYRO_RAW 95 4 -95
92.012 2 IMU_GYRO_RAW 337 -243 -51
92.112 2 IMU_GYRO_RAW 568 -258 -61
92.212 2 IMU_GYRO_RAW 687 -287 -71
92.315 2 BARO_RAW 0. 0.
92.318 2 IMU_GYRO_RAW 747 -304 -1
92.414 2 DL_VALUE 7 0.
92.417 2 IMU_GYRO_RAW 747 -374 103
92.463 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
92.513 2 IMU_GYRO_RAW 659 -309 137
92.563 2 COMMANDS |40,14,0,0,-14,9548|
92.613 2 IMU_GYRO_RAW 543 -195 141
92.661 2 FBW_STATUS 0 49 0 163 2
92.713 2 IMU_GYRO_RAW 438 -31 112
92.771 2 DOWNLINK_STATUS 0 93 23948 1450 0 283. 17. 37.73
92.815 2 BARO_RAW 0. 0.
92.817 2 IMU_GYRO_RAW 397 200 76
92.913 2 DL_VALUE 8 0.
92.917 2 IMU_GYRO_RAW 413 206 30
93.012 2 IMU_GYRO_RAW 549 53 -46
93.112 2 IMU_GYRO_RAW 625 -76 -200
93.212 2 IMU_GYRO_RAW 728 -224 -364
93.321 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
93.323 2 BARO_RAW 0. 0.
93.327 2 IMU_GYRO_RAW 838 -460 -523
93.413 2 DL_VALUE 9 1.
93.417 2 IMU_GYRO_RAW 855 -284 -631
93.512 2 IMU_GYRO_RAW 247 -208 -207
93.597 2 WIND_INFO 2 42 0. 0. 0.
93.613 2 IMU_GYRO_RAW 180 -138 -100
93.713 2 IMU_GYRO_RAW 270 -45 -146
93.771 2 DOWNLINK_STATUS 0 94 24201 1465 0 253. 15. 37.73
93.815 2 BARO_RAW 0. 0.
93.818 2 IMU_GYRO_RAW 258 82 -198
93.914 2 DL_VALUE 10 0.
93.917 2 IMU_GYRO_RAW 398 259 -282
94.013 2 IMU_GYRO_RAW 525 87 -326
94.112 2 IMU_GYRO_RAW 622 14 -422
94.212 2 IMU_GYRO_RAW 770 21 -329
94.314 2 BARO_RAW 0. 0.
94.317 2 IMU_GYRO_RAW 684 378 -223
94.413 2 DL_VALUE 11 0.
94.417 2 IMU_GYRO_RAW 564 51 -107
94.512 2 IMU_GYRO_RAW 490 -160 -7
94.612 2 IMU_GYRO_RAW 533 -71 4
94.661 2 FBW_STATUS 0 50 0 163 2
94.712 2 IMU_GYRO_RAW 699 660 -30
94.772 2 DOWNLINK_STATUS 0 95 24446 1480 0 245. 15. 37.73
94.815 2 BARO_RAW 0. 0.
94.818 2 IMU_GYRO_RAW 603 337 89
94.913 2 DL_VALUE 12 12000.
94.918 2 IMU_GYRO_RAW 430 -748 114
95.012 2 IMU_GYRO_RAW 464 724 57
95.113 2 IMU_GYRO_RAW 292 85 -7
95.213 2 IMU_GYRO_RAW 350 379 -77
95.291 2 PONG 
95.315 2 BARO_RAW 0. 0.
95.318 2 IMU_GYRO_RAW 358 77 -70
95.420 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
95.423 2 DL_VALUE 13 1.5
95.426 2 IMU_GYRO_RAW 373 59 -66
95.513 2 IMU_GYRO_RAW 430 35 -100
95.612 2 IMU_GYRO_RAW 323 -292 -177
95.712 2 IMU_GYRO_RAW 306 -341 -205
95.772 2 DOWNLINK_STATUS 0 96 24705 1496 0 259. 16. 37.72
95.814 2 BARO_RAW 0. 0.
95.817 2 IMU_GYRO_RAW 389 -522 -345
95.915 2 DL_VALUE 14 0.610865
95.916 2 IMU_GYRO_RAW 601 250 -411
96.012 2 IMU_GYRO_RAW 617 500 -437
96.112 2 IMU_GYRO_RAW 857 -66 -520
96.212 2 IMU_GYRO_RAW 987 -227 -473
96.315 2 BARO_RAW 0. 0.
96.318 2 IMU_GYRO_RAW 555 775 -263
96.415 2 DL_VALUE 15 7500.
96.417 2 IMU_GYRO_RAW 546 -293 -265
96.512 2 IMU_GYRO_RAW 475 273 -282
96.613 2 IMU_GYRO_RAW 339 -214 -161
96.661 2 FBW_STATUS 0 48 0 163 2
96.713 2 IMU_GYRO_RAW 201 563 -165
96.772 2 DOWNLINK_STATUS 0 97 24950 1511 0 245. 15. 37.72
96.815 2 BARO_RAW 0. 0.
96.817 2 IMU_GYRO_RAW 293 446 72
96.916 2 DL_VALUE 16 1250.
96.917 2 IMU_GYRO_RAW 326 -788 22
97.012 2 IMU_GYRO_RAW 215 231 49
97.112 2 IMU_GYRO_RAW 161 -24 9
97.212 2 IMU_GYRO_RAW 41 -33 -62
97.314 2 BARO_RAW 0. 0.
97.317 2 IMU_GYRO_RAW -32 105 -124
97.413 2 DL_VALUE 17 0.45
97.416 2 IMU_GYRO_RAW 226 -698 -44
97.462 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
97.518 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
97.521 2 IMU_GYRO_RAW 123 -290 25
97.562 2 COMMANDS |40,14,0,0,-14,9548|
97.612 2 IMU_GYRO_RAW -49 266 -52
97.712 2 IMU_GYRO_RAW 12 138 -67
97.772 2 DOWNLINK_STATUS 0 98 25241 1528 0 291. 17. 37.72
97.815 2 BARO_RAW 0. 0.
97.818 2 IMU_GYRO_RAW 17 170 -31
97.914 2 DL_VALUE 18 0.03
97.918 2 IMU_GYRO_RAW -35 -49 27
98.013 2 IMU_GYRO_RAW -9 -118 27
98.112 2 IMU_GYRO_RAW 25 119 -55
98.212 2 IMU_GYRO_RAW -14 23 4
98.314 2 BARO_RAW 0. 0.
98.317 2 IMU_GYRO_RAW -43 -32 37
98.413 2 DL_VALUE 19 0.15
98.417 2 IMU_GYRO_RAW -3 63 22
98.512 2 IMU_GYRO_RAW -19 20 10
98.612 2 IMU_GYRO_RAW -20 38 -67
98.661 2 FBW_STATUS 0 48 0 163 2
98.712 2 IMU_GYRO_RAW -42 350 -70
98.772 2 DOWNLINK_STATUS 0 99 25486 1543 0 245. 15. 37.72
98.814 2 BARO_RAW 0. 0.
98.817 2 IMU_GYRO_RAW -17 -94 -12
98.913 2 DL_VALUE 20 0.01
98.919 2 IMU_GYRO_RAW -48 6 -15
99.012 2 IMU_GYRO_RAW -32 86 -57
99.112 2 IMU_GYRO_RAW -81 -50 -94
99.212 2 IMU_GYRO_RAW -73 80 -77
99.315 2 BARO_RAW 0. 0.
99.318 2 IMU_GYRO_RAW -23 206 -60
99.414 2 DL_VALUE 21 0.1
99.419 2 IMU_GYRO_RAW -85 261 -92
99.512 2 IMU_GYRO_RAW -45 -80 -81
99.618 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
99.620 2 IMU_GYRO_RAW -50 97 -40
99.711 2 IMU_GYRO_RAW -40 133 -43
99.773 2 DOWNLINK_STATUS 0 100 25739 1558 0 253. 15. 37.72
99.814 2 BARO_RAW 0. 0.
99.817 2 IMU_GYRO_RAW -10 -68 -46
99.913 2 DL_VALUE 22 0.
99.916 2 IMU_GYRO_RAW -73 167 -46
100.012 2 IMU_GYRO_RAW -22 -64 -11
100.112 2 IMU_GYRO_RAW -46 73 25
100.212 2 IMU_GYRO_RAW -32 20 14
100.291 2 PONG 
100.314 2 BARO_RAW 0. 0.
100.318 2 IMU_GYRO_RAW -16 -18 -37
100.413 2 DL_VALUE 23 0.05
100.416 2 IMU_GYRO_RAW -34 29 -47
